pagePath,pageTitle,screenPageViews,activeUsers
/contact-tenacious-tapes,Page not found | Tenacious Tapes,8,8
/product-category/single-sided-tapes/cellulose-polypropylene-film/,Cellulose Polypropylene Film | Tenacious Tapes,8,6
/product-tag/anti-slip-tapes/,Safety and Anti-slip Tapes | Tenacious Tapes,8,7
/product-tag/construction-thermal-insulation/,Construction & Thermal Insulation | Tenacious Tapes,8,8
/product-tag/printing-display-graphics-tapes/,Printing Display & Graphics Tape | Tenacious Tapes,8,7
/product-tag/protection-and-masking-tapes/,Protection and Masking Tapes | Tenacious Tapes,8,7
/product/aluminium-fibreglass/,CT955 Aluminium Fibreglass | Tenacious Tapes,8,2
/product/application-tape/,A582 Application Tape | Tenacious Tapes,8,6
/product/ds-foam-acrylic-1-6mm/,T716GX DS Foam Acrylic 1.6mm | Tenacious Tapes,8,3
/product/economy-waterproof-cloth-tape/,SM300 Economy Waterproof Cloth Tape | Tenacious Tapes,8,3
/product/pemium-bi-directional-crossweave/,Bi Direct Filament – Tenacious Tapes,8,1
/product/surface-cleaner/,Surface Cleaner | Tenacious Tapes,8,4
/product/tensilised-pp-strapping/,A815 Tensilised Polypropylene Strapping | Tenacious Tapes,8,4
/thank-you/,Thank You | Tenacious Tapes,8,1
/contact-tenacious-tapes,Contact Tenacious Tapes - Adhesive Tapes,7,6
/gt7-electrical-tape-in-action/,On a Roll | GT7 Electrical Tape in Action | Tenacious Tapes,7,4
/product-category/double-sided-tapes/foamed-acrylics/,Foamed Acrylics | Tenacious Tapes,7,7
/product-category/single-sided-tapes/felt-backed/,Felt Backed | Tenacious Tapes,7,6
/product-tag/double-sided-joining-splicing-laminating-tapes/,Double Sided Joining Splicing & Laminating | Tenacious Tapes,7,7
/product-tag/electrical/,Electrical | Tenacious Tapes,7,5
/product/anti-slip-heavy-grit-bl/,E3500BL Medium Duty Anti-Slip Tape Black | Tenacious Tapes,7,1
/product/anti-slip-polyurethane-cloth/,E3800 Anti-slip Polyurethane Cloth | Tenacious Tapes,7,2
/product/c575-linered-aluminium-foil/,C575 Aluminium Linered Foil | Tenacious Tapes,7,4
/product/ds-transfer-atg-tape/,B300 Double Sided Transfer ATG Tape | Tenacious Tapes,7,4
/product/fibreglass-reinforced-crepe-paper/,Fibreglass Reinforced Crepe Paper – Tenacious Tapes,7,1
/product/flatback-paper-tape/,A546 Flatback Paper Tape | Tenacious Tapes,7,3
/adhesive-tapes-glossary/,Adhesive Tapes Glossary | Tenacious Tapes,6,6
/gt7-electrical-tape-in-action/,GT7 Electrical Tape in Action – Tenacious Tapes,6,1
/news,News - Tenacious Tapes,6,1
/news/on-a-roll/gt7-electrical-tape,GT7 Electrical Tape in Action: Why Flexibility & Memory Matter - Tenacious Tapes,6,1
/product-category/other-products/cleaners-wipers/,Cleaners & Wipers | Tenacious Tapes,6,5
/product-category/single-sided-tapes/paper-based-crepe/,Paper Based Crepe | Tenacious Tapes,6,3
/product-category/single-sided-tapes/paper-based-flat-mask/,Paper Based Flat Mask | Tenacious Tapes,6,5
/product/aluminium-foil-40-micron-with-liner/,Aluminium Foil Tape 40um | Tenacious Tapes,6,4
/product/black-photo-mask/,P743 Black Photo Mask | Tenacious Tapes,6,3
/product/crepe-paper-tape-utility-grade-paper-based-crepe/,SM01 Crepe Paper Tape Utility Grade Paper Based Crepe | Tenacious Tapes,6,6
/product/crepe-picture-frame-tape/,Kraft Paper – Tenacious Tapes,6,2
/product/drop-down-drape-refill-and-dispenser/,DD770 Drop Down Drape Refill and Dispenser | Tenacious Tapes,6,2
/product/ds-heavy-duty-cloth/,K5325 DS Heavy Duty Cloth | Tenacious Tapes,6,5
/product/fine-line-mask/,Fine Line Mask – Tenacious Tapes,6,1
/product/flatback-masking-tape/,A537 Flatback Masking Tape | Tenacious Tapes,6,2
/product/polyester-film-electrical/,E7831 Polyester Film Electrical | Tenacious Tapes,6,3
/product/premium-cloth-tape-waterproof/,AT760 Premium Cloth | Tenacious Tapes,6,4
/product/surface-cleaning-wipes/,Surface Cleaning Wipes | Tenacious Tapes,6,1
/product/uhmw-low-friction-film-20/,H437 UHMW Low Friction Film 20 | Tenacious Tapes,6,4
/product-category/single-sided-tapes/foils-plain/,Foils Plain | Tenacious Tapes,5,5
/product-category/single-sided-tapes/paper-based-flat/,Paper Based Flat | Tenacious Tapes,5,4
/product-category/single-sided-tapes/polyethylene-film/,Polyethylene Film | Tenacious Tapes,5,3
/product-category/single-sided-tapes/uhmw-pe-ptfe-film/,UHMW PE & PTFE Film | Tenacious Tapes,5,4
/product-tag/mining-resources-utilities-tape/,Mining Resources & Utilities Tapes | Tenacious Tapes,5,4
/product/ds-exhibition-grade-cloth/,K330 DS Exhibition Grade Cloth | Tenacious Tapes,5,3
/product/ds-foam-acrylic-2-3mm/,T723GX DS Foam Acrylic 2.3mm | Tenacious Tapes,5,5
/product/ds-hd-general-purpose-tissue/,M545 DS HD General Purpose Tissue | Tenacious Tapes,5,2
/product/ds-transfer-atg/,Double Sided Transfer ATG Tape | Tenacious Tapes,5,3
/product/economy-cloth-tape/,K140 Economy Cloth Tape | Tenacious Tapes,5,3
/product/economy-plus-cloth-tape/,AT200 Economy Plus Cloth Tape | Tenacious Tapes,5,5
/product/g665-mono-directional-filament-tape/,Mono-Directional Filament Tape – Tenacious Tapes,5,2
/product/gaffer-matt-tape/,K969 Gaffer Matt Tape | Tenacious Tapes,5,3
/product/hand-pressure-roller-50mm/,Hand Pressure Roller 50mm | Tenacious Tapes,5,3
/product/plyes-silicon/,CT937 Plyes Silicon | Tenacious Tapes,5,1
/undefined,Page not found | Tenacious Tapes,5,1
/watch/,Product Videos & Tutorials – Tenacious Tapes,5,2
/adhesive-tapes-range,Adhesive Tapes Range,4,3
/crepe-paper-tape-utility-grade-paper-based-crepe,Crepe Paper Tape Utility Grade Paper Based Crepe,4,4
/double-sided-tissue,Page not found | Tenacious Tapes,4,4
/newsletter-thank-you/,Newsletter Thank You | Tenacious Tapes,4,1
/product-category/double-sided-tapes/foam-based/,Foam Based | Tenacious Tapes,4,3
/product-category/safety-tapes/anti-slip-tapes/,Anti-slip Tapes | Tenacious Tapes,4,3
/product-category/single-sided-tapes/coated-cloth-tapes/,Coated Cloth Tapes – Tenacious Tapes,4,2
/product-tag/single-sided-joining-sealing-repair-tapes/,SS Joining Sealing & Repair | Tenacious Tapes,4,3
/product-tag/single-sided-joining-sealing-repair-tapes/,Single Sided Joining Sealing & Repair | Tenacious Tapes,4,4
/product/anti-slip-conformable-aluminium/,E3950 Anti-slip Conformable Aluminium | Tenacious Tapes,4,2
/product/anti-slip-low-abrasive/,E3750 Anti-slip Round Grit | Tenacious Tapes,4,2
/product/auto-crepe-masking/,A519 Auto Crepe Masking | Tenacious Tapes,4,3
/product/ds-butyl-white/,K5901 DS Butyl White | Tenacious Tapes,4,4
/product/ds-crepe-tape/,A591 Double Sided Crepe Tape | Tenacious Tapes,4,4
/product/ds-high-density-pe-foam/,S1824 DS High Density PE Foam | Tenacious Tapes,4,3
/product/ds-pe-foam/,U394 DS PE Foam | Tenacious Tapes,4,4
/product/ds-polyester-high-tack/,S1398 DS Polyester High Tack | Tenacious Tapes,4,2
/product/ds-transfer-atg-tape/,B300 DS Transfer ATG Tape | Tenacious Tapes,4,1
/product/economy-cloth-tape-silver/,AT100 Economy Cloth Tape | Tenacious Tapes,4,4
/product/electrical-filament-tape/,P6257 Electrical Filament Tape | Tenacious Tapes,4,2
/product/fastfix-regular/,FF10RM Fast Fixer | Tenacious Tapes,4,2
/product/g665-mono-directional-filament-tape/,G665 Mono-Directional Filament Tape | Tenacious Tapes,4,3
/product/kookaburra-tape-general-purpose-crepe-masking-tape/,SM27 Kookaburra Tape General Purpose Crepe Masking Tape | Tenacious Tapes,4,3
/product/metallic-black-pet/,CT941M Metallic PET Tape | Tenacious Tapes,4,2
/product/powder-mask-green/,CT983 PET Powder Coat Masking | Tenacious Tapes,4,4
/product/premium-cloth-tape/,K190 Premium Cloth Tape | Tenacious Tapes,4,3
/tenacious-tapes/Tenacious-Tapes-T723GX-DS-Foam-Acrylic-2.3mm.pdf,Page not found | Tenacious Tapes,4,1
/uhmw-pe-ptfe-film,Page not found | Tenacious Tapes,4,3
/uv535/,UV535 Clear TPU Surface Protection Film | Tenacious Tapes,4,2
/,You searched for GT7 | Tenacious Tapes,3,1
/adhesive-tapes-faq,Page not found | Tenacious Tapes,3,6
/contact-us/,Contact us – Tenacious Tapes,3,3
/faq/,FAQ | Tenacious Tapes,3,3
/foamed-acrylics,Page not found | Tenacious Tapes,3,3
/kookaburra-tape-general-purpose-crepe-masking-tape,Kookaburra Tape General Purpose Crepe Masking Tape,3,2
/on-a-roll/,On a Roll – Tenacious Tapes,3,3
/pe-repair-clear,PE Repair Clear,3,1
/product-brand/tenacious-tapes/,Tenacious Tapes | Tenacious Tapes,3,2
/product-category/double-sided-tapes/adhesive-transfer/,Adhesive Transfer | Tenacious Tapes,3,3
/product-category/double-sided-tapes/butyl-adhesive/,Butyl Adhesive | Tenacious Tapes,3,3
/product-category/other-products/primers/,Primers | Tenacious Tapes,3,3
/product-category/safety-tapes/,Safety Tapes | Tenacious Tapes,3,1
/product-category/single-sided-tapes/filament/,Filament | Tenacious Tapes,3,3
/product-category/single-sided-tapes/plasticised-pvc-film/,Plasticised PVC Film | Tenacious Tapes,3,2
/product-category/single-sided-tapes/special-filmic/,Special Filmic | Tenacious Tapes,3,2
/product-category/single-sided-tapes/uncoated-cloth-tapes/,Uncoated Cloth Tapes | Tenacious Tapes,3,3
/product-tag/double-sided-joining-splicing-laminating-tapes/,DS Joining Splicing & Laminating | Tenacious Tapes,3,3
/product/aluminium-foil-40-micron-with-liner/,Aluminium Foil 40 Micron with Liner | Tenacious Tapes,3,2
/product/aluminium-foil-tape/,AT205 Aluminium Foil Tape | Tenacious Tapes,3,3
/product/anti-slip-medium-grit-lu/,E3400LU Anti-slip Medium Grit LU | Tenacious Tapes,3,2
/product/c575-linered-aluminium-foil/,C575 Linered Aluminium Foil | Tenacious Tapes,3,1
/product/crepe-picture-frame-tape/,Crepe Picture Frame Tape | Tenacious Tapes,3,3
/product/dance-floor-ppvc/,Dance Floor Tape – Tenacious Tapes,3,2
/product/ds-butyl-black-1-0mm/,K5931 DS Butyl Black 1.0mm | Tenacious Tapes,3,3
/product/ds-foam-acrylic-1-0mm/,T710TBH Double Sided Foamed Acrylic - Bonding Tape | Tenacious Tapes,3,3
/product/ds-foam-low-energy-surfaces-acrylic-1-1mm/,T711WL DS Foam Low Energy Surfaces Acrylic 1.1mm | Tenacious Tapes,3,2
/product/ds-modified-acrylic-tape/,S1325 DS Modified Acrylic Tape | Tenacious Tapes,3,2
/product/ds-pe-foam-tape/,T716GV DS Foam Acrylic 1.6mm Cold Weather | Tenacious Tapes,3,2
/product/ds-pet-differential-adhesive/,H310 DS PET Differential Adhesive | Tenacious Tapes,3,3
/product/ds-tissue-acrylic/,S1359 DS Tissue Acrylic | Tenacious Tapes,3,2
/product/fastfix-regular/,FF10RM Fastfix Regular | Tenacious Tapes,3,2
/product/flexible-resilient/,E4100 Flexible Resilient | Tenacious Tapes,3,1
/product/flow-mask-premium-retail/,RK750 Flow Mask Premium Retail | Tenacious Tapes,3,3
/product/flow-mask-premium/,K750 Flow Mask Premium | Tenacious Tapes,3,3
/product/frameguard-polyester-needlefelt/,AT701 Frameguard Polyester Needlefelt | Tenacious Tapes,3,1
/product/gaffer-matt-general-tape/,K909 Gaffer Matt General Tape | Tenacious Tapes,3,3
/product/gaffer-matt-tape-retail-pack/,K969 Gaffer - Super Matt Clean Remove Retail | Tenacious Tapes,3,3
/product/hdpe-resin-cloth-solarseal/,HDPE Resin Cloth SolarSeal | Tenacious Tapes,3,2
/product/heritage-delicate-flowmask/,K740 Heritage Delicate Flowmask | Tenacious Tapes,3,1
/product/japanese-washi/,Japanese Washi | Tenacious Tapes,3,2
/product/metallic-black-pet/,CT941M Metallic Black PET | Tenacious Tapes,3,1
/product/pe-protective-tape-translucent-blue/,PE Protective Tape Translucent Blue – Tenacious Tapes,3,2
/product/pe-protective-tape-translucent-blue/,SI34 PE Protective Tape Translucent Blue | Tenacious Tapes,3,3
/product/powder-mask-green/,CT983 Powder Mask Green | Tenacious Tapes,3,1
/product/premium-cloth-tape-waterproof/,AT760 Premium Cloth Tape Waterproof | Tenacious Tapes,3,1
/product/premium-cloth-tape/,Premium Cloth Tape – Tenacious Tapes,3,1
/product/pvc-protective-tape-black/,AT44 PVC Protective Tape Black | Tenacious Tapes,3,2
/product/pvc-protective-tape-black/,AT44 Protective Tape | Tenacious Tapes,3,3
/product/repair-tape/,AT27 Repair Tape | Tenacious Tapes,3,3
/product/stone-guard-clear/,TR320 Stone Guard Clear | Tenacious Tapes,3,2
/product/surface-cleaner-spray/,Surface Cleaner Spray | Tenacious Tapes,3,1
/product/uhmw-anti-friction/,H493 UHMW Anti Friction | Tenacious Tapes,3,3
/product/uhmw-low-friction-film-10/,H436 UHMW Low Friction Film 10 | Tenacious Tapes,3,2
/product/us-gaffer-semi-matt-tape/,US Gaffer Semi Matt Tape – Tenacious Tapes,3,2
/stuff,Page not found | Tenacious Tapes,3,1
/undefined,Page not found – Tenacious Tapes,3,1
/adhesive-tapes-introduction,Page not found | Tenacious Tapes,2,1
/adhesive-transfer,Page not found | Tenacious Tapes,2,2
/cloth-tape-matt,Cloth Tape Matt,2,2
/double-sided-tissue,Double Sided Tissue,2,1
/ds-polyester-high-tack,DS Polyester High Tack,2,2
/fast-fixers-adhesive-dots,Page not found | Tenacious Tapes,2,2
/flow-mask-premium-,Flow Mask Premium,2,2
/gaffer-tapes,Page not found | Tenacious Tapes,2,2
/ipa-surface-prepare-spray,IPA Surface Prepare Spray,2,2
/product-category/double-sided-tapes/double-sided-paper/,Double Sided Paper | Tenacious Tapes,2,2
/product-category/double-sided-tapes/double-sided-tissue/,Double Sided Tissue | Tenacious Tapes,2,1
/product-category/other-products/,Other Products | Tenacious Tapes,2,2
/product-category/other-products/rollers/,Rollers | Tenacious Tapes,2,2
/product-category/safety-tapes/safety-demarcation/,Safety Demarcation | Tenacious Tapes,2,1
/product-category/single-sided-tapes/foils-reinforced/,Foils Reinforced | Tenacious Tapes,2,2
/product-category/single-sided-tapes/gaffer-tapes/,Gaffer Tapes – Tenacious Tapes,2,1
/product-category/single-sided-tapes/painters-drapes/,Painters Drapes | Tenacious Tapes,2,2
/product-category/single-sided-tapes/silicon-rubber-coated-cloths/,Silicon Rubber Coated Cloths | Tenacious Tapes,2,2
/product/black-2-0mm-high-performance/,T720BDX Black 2.0mm High Performance | Tenacious Tapes,2,2
/product/cleaning-pads/,Cleaning Pads | Tenacious Tapes,2,2
/product/crepe-picture-frame-tape/,Crepe Picture Frame Tape – Tenacious Tapes,2,1
/product/double-sided-economy-cloth-tape/,Double Sided Economy Cloth Tape – Tenacious Tapes,2,1
/product/double-sided-economy-cloth-tape/,Double Sided Economy Cloth – Tenacious Tapes,2,1
/product/ds-butyl-black-0-45mm/,K5929 DS Butyl Black 0.45mm | Tenacious Tapes,2,2
/product/ds-butyl-black-0-6mm/,K5930 DS Butyl Black 0.6mm | Tenacious Tapes,2,2
/product/ds-cloth-economy/,S1435 DS Cloth Economy | Tenacious Tapes,2,2
/product/ds-cloth-translucent/,DS Cloth Translucent | Tenacious Tapes,2,2
/product/ds-foam-acrylic-1-0mm-2/,T710C DS Foam Acrylic 1.0mm | Tenacious Tapes,2,2
/product/ds-foam-acrylic/,T711BDX DS Foam Acrylic | Tenacious Tapes,2,2
/product/ds-general-purpose-tissue/,M543 DS General Purpose Tissue | Tenacious Tapes,2,2
/product/ds-pe-foam-acrylic/,S1819 DS PE Foam Acrylic | Tenacious Tapes,2,2
/product/ds-pe-foam-tape-2/,N592 DS PE Foam Tape | Tenacious Tapes,2,2
/product/ds-premium-tissue-tape/,N520 DS Premium Tissue Tape | Tenacious Tapes,2,1
/product/ds-premium-tissue/,N530 DS Premium Tissue | Tenacious Tapes,2,2
/product/economy-cloth-tape/,Economy Cloth Tape – Tenacious Tapes,2,1
/product/extreme-surface-primer-2/,Extreme Surface Primer | Tenacious Tapes,2,2
/product/flame-retardant-cloth-printed/,AT2002 High Specification Flame Retardant Cloth Tape | Tenacious Tapes,2,2
/product/flexible-resilient/,E4100 Anti-slip Vinyl Flexible Resilient | Tenacious Tapes,2,1
/product/floormark-safety/,AT8S Floormark Safety Tape | Tenacious Tapes,2,1
/product/gt7-lead-free-pvc-electrical-insulation-tape/,GT7 General Purpose / Electrical Insulation | Tenacious Tapes GT7,2,1
/product/luminous-vinyl/,W5920 Luminous Vinyl | Tenacious Tapes,2,2
/product/magnetic-adhesive/,M990 Magnetic Adhesive | Tenacious Tapes,2,2
/product/pe-cloth-sealing/,KD310 PE Cloth Sealing | Tenacious Tapes,2,2
/product/pe-protective-tape/,SI36 PE Protective Tape | Tenacious Tapes,2,2
/product/pemium-bi-directional-crossweave/,Pemium Bi-Directional – Crossweave – Tenacious Tapes,2,1
/product/pet-resin-cloth-tape/,K3420 PE Cloth Tape | Tenacious Tapes,2,2
/product/powder-coat-aluminium-protection-70um/,SA102 Powder Coat Aluminium Protection 70uM | Tenacious Tapes,2,2
/product/rayon-cloth-tape-white/,Rayon Cloth Tape | Tenacious Tapes,2,2
/product/reflective-prismatic-10-year/,S5910 Reflective Prismatic 10 Year | Tenacious Tapes,2,2
/product/surface-cleaner-adhesive-residue-remover/,Surface Cleaner & Adhesive Residue Remover | Tenacious Tapes,2,1
/product/thermoplastic-polyurethane-protection-tape/,UV535 Thermoplastic Polyurethane Protection Tape | Tenacious Tapes,2,2
/product/uhmw-anti-static-uv/,H456 UHMW Anti Static UV | Tenacious Tapes,2,2
/self-amalgamating,Page not found | Tenacious Tapes,2,2
/,SM01 Utility Grade Crepe Paper Tape | Tenacious Tapes,1,1
/,Tenacious Tapes,1,1
/,UV535 Clear TPU Surface Protection Film | Tenacious Tapes,1,1
/ADMIN,Page not found | Tenacious Tapes,1,1
/about-us/,About us – Tenacious Tapes,1,1
/about-us/,Tenacious Tapes Adhesive Tapes,1,1
/adhesive-tapes-applications,Adhesive Tapes Applications,1,1
/adhesive-tapes-conversions,Adhesive Tapes Conversions,1,1
/adhesive-tapes-conversions,Page not found – Tenacious Tapes,1,0
/adhesive-tapes-faq,Adhesive Tapes FAQ and Advice,1,1
/adhesive-tapes-glossary,Adhesive Tapes Glossary,1,1
/adhesive-tapes-glossary-3/,Adhesive Tapes Glossary | Tenacious Tapes,1,1
/anti-slip-conformable-aluminium,Anti-slip Conformable Aluminium,1,1
/anti-slip-low-abrasive,Anti-slip Low Abrasive,1,1
/anti-slip-medium-grit-lu,Anti-slip Medium Grit LU,1,1
/anti-slip-safety,Anti-slip Safety,1,1
/at7-ppvc-flame-rainbow-pack/,AT7 PPVC Flame Rainbow Pack | Tenacious Tapes,1,1
/bumpers-pu-hemisphere-clear-11.1mm,Tenacious Tapes Adhesive Tapes,1,1
/butyl-adhesive-net,Butyl Adhesive - NET,1,1
/category/surface-protection/,Surface Protection | Tenacious Tapes,1,1
/cleaners-and-wipers,Page not found | Tenacious Tapes,1,1
/clear-polyester---premium,Clear Polyester - Premium,1,1
/cloth-based,Page not found | Tenacious Tapes,1,2
/coated-cloth-tapes,Page not found – Tenacious Tapes,1,1
/crepe-picture-frame-tape,Crepe Picture Frame Tape,1,1
/ds-adhesive-transfer-pure-acrylic,DS Adhesive Transfer Pure Acrylic,1,1
/ds-foam-acrylic-0.25mm,DS Foam Acrylic 0.25mm,1,1
/ds-foam-acrylic-0.8mm,DS Foam Acrylic 0.8mm,1,1
/ds-foam-acrylic-1.6mm-cold-weather,Page not found | Tenacious Tapes,1,1
/ds-foam-acrylic-removable-t808,DS Foam Acrylic Removable T808,1,1
/ds-general-purpose-tissue,DS General Purpose Tissue,1,1
/ds-hd-general-purpose-tissue,DS HD General Purpose Tissue,1,1
/ds-pe-foam-mirror,DS PE Foam Mirror,1,1
/ds-premium-tissue,DS Premium Tissue,1,1
/ds-remover-for-atg,Tenacious Tapes Adhesive Tapes,1,1
/economy-cloth-tape,Economy Cloth Tape,1,1
/electrical-filament-tape,Electrical Filament Tape,1,1
/extreme-surface-primer-,Page not found | Tenacious Tapes,1,1
/flatback-paper-tape,Flatback Paper Tape,1,1
/flow-mask-premium-retail,Flow Mask Premium Retail,1,1
/foamboard-edge-tape,Foamboard Edge Tape,1,1
/gaffer-tapes,Gaffer Tapes,1,1
/hdpe-resin-cloth-solarseal,HDPE Resin Cloth SolarSeal,1,1
/logos/logo.png,Page not found | Tenacious Tapes,1,1
/magnetic-adhesive-15.2m,Magnetic Adhesive 15.2m,1,1
/news,Page not found | Tenacious Tapes,1,1
/news/on-a-roll/t720-series,Page not found | Tenacious Tapes,1,1
/newsletter-email-confirmed/,Newsletter Email Confirmed | Tenacious Tapes,1,1
/on-a-roll/sm01-utility-grade-crepe-paper-tape/,Page not found | Tenacious Tapes,1,1
/paper-based-crepe,Page not found | Tenacious Tapes,1,1
/paper-based-crepe,Page not found – Tenacious Tapes,1,1
/pe-cloth-sealing,PE Cloth Sealing,1,1
/plasticised-pvc-film,Plasticised PVC Film,1,1
/polyester-kapton-film,Page not found | Tenacious Tapes,1,1
/polyethylene-film,Page not found | Tenacious Tapes,1,1
/polyethylene-film,Polyethylene Film,1,1
/polyfeet-bumpers-polyurethane,Page not found | Tenacious Tapes,1,1
/premium-cloth-tape,Premium Cloth Tape,1,1
/product-category/double-sided-tapes/,Double Sided Tapes – Tenacious Tapes,1,1
/product-category/double-sided-tapes/butyl-adhesive-net/,Butyl Adhesive - NET | Tenacious Tapes,1,1
/product-category/double-sided-tapes/cloth-based/,Cloth Based | Tenacious Tapes,1,1
/product-category/double-sided-tapes/film-based/,Film Based | Tenacious Tapes,1,1
/product-category/double-sided-tapes/foamed-acrylics-removable/,Foamed Acrylics Removable | Tenacious Tapes,1,1
/product-category/double-sided-tapes/scrim-based/,Scrim Based | Tenacious Tapes,1,1
/product-category/double-sided-tapes/self-amalgamating/,Self Amalgamating | Tenacious Tapes,1,1
/product-category/electrical/,Page not found | Tenacious Tapes,1,1
/product-category/other-products/hygiene-clean-mats/,Hygiene - Clean Mats | Tenacious Tapes,1,1
/product-category/other-products/magnetic-tapes/,Magnetic Tapes | Tenacious Tapes,1,1
/product-category/safety-tapes/safety-reflectives/,Safety Reflectives | Tenacious Tapes,1,1
/product-category/single-sided-tapes/polyester-kapton-film/,Polyester Kapton Film | Tenacious Tapes,1,1
/product-tag/auto-and-marine-tapes/,Auto and Marine – Tenacious Tapes,1,1
/product-tag/construction-thermal-insulation/,Construction & Thermal Insulation – Tenacious Tapes,1,1
/product-tag/flooring-exhibition-staging-tapes/,Flooring Exhibition & Staging – Tenacious Tapes,1,1
/product/acetate-cloth-tape/,P801 Acetate Cloth Tape | Tenacious Tapes,1,1
/product/anti-slip-conformable-aluminium-bl/,E3900BL | Tenacious Tapes,1,1
/product/anti-slip-conformable-aluminium-bl/,Page not found – Tenacious Tapes,1,1
